#Waters .raw File,Range File Name,Range Rile Param: Initial m/z,Range Rile Param: Final m/z,Range Rile Param: Initial Retention Time,Range Rile Param: Final Retention Time,Range Rile Param: Initial Drift bin,Range Rile Param: Final Drift bin,Molecular Weight (approx is sufficient),charge,_raw.csv output location,output location for calibrated file,TWIM cell length (m),wave velocity (m/s),wave height (V),drift region pressure (mbar),temperature (K)
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_BA.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_BB.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_BC.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_BD.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_BE.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_BF.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_BG.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_BH.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_BI.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_BJ.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_BK.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_BL.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_BM.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_BN.raw,,,,,,,,,,,,,,,,
*(asterisk indicates the start of a new fingerprint),bsa_17_B,3875,3975,0,100,1,200,66742,17,C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data,C:\path_to_where_to_put_calibratedfiles,0.245,600,20,4.2,298
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_CA.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_CB.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_CC.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_CD.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_CE.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_CF.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_CG.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_CH.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_CI.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_CJ.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_CK.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_CL.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_CM.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_CN.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_CO.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_CP.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_CQ.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_CR.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_CS.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_CT.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_CU.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_CV.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_CW.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_CX.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_CY.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_CZ.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_DA.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_DB.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_DC.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_DD.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_DE.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_DF.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_DG.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_DH.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_DI.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_DJ.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_DK.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_DL.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_DM.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_DN.raw,,,,,,,,,,,,,,,,
*(asterisk indicates the start of a new fingerprint),bsa_17_C,3875,3975,0,100,1,200,66742,17,C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data,C:\path_to_where_to_put_calibratedfiles,0.245,600,20,4.2,298
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_EA.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_EB.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_EC.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_ED.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_EE.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_EF.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_EG.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_EH.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_EI.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_EJ.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_EK.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_EL.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_EM.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_EN.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_EO.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_EP.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_EQ.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_ER.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_ES.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_ET.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_EU.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_EV.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_EW.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_EX.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_EY.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_EZ.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_FA.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_FB.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_FC.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_FD.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_FE.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_FF.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_FG.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_FH.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_FI.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_FJ.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_FK.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_FL.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_FM.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_17_FN.raw,,,,,,,,,,,,,,,,
*(asterisk indicates the start of a new fingerprint),bsa_15_A,4400,4550,0,100,1,200,66742,15,C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data,C:\path_to_where_to_put_calibratedfiles,0.245,600,20,4.2,298
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_AA.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_AB.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_AC.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_AD.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_AE.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_AF.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_AG.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_AH.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_AI.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_AJ.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_AK.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_AL.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_AM.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_AN.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_AO.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_AP.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_AQ.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_AR.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_AS.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_AT.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_AU.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_AV.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_AW.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_AX.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_AY.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_AZ.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_BA.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_BB.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_BC.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_BD.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_BE.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_BF.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_BG.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_BH.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_BI.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_BJ.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_BK.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_BL.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_BM.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_15_BN.raw,,,,,,,,,,,,,,,,
*(asterisk indicates the start of a new fingerprint),bsa_16_A,4120,4230,0,100,1,200,66742,16,C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data,C:\path_to_where_to_put_calibratedfiles,0.245,600,20,4.2,298
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_AA.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_AB.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_AC.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_AD.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_AE.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_AF.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_AG.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_AH.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_AI.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_AJ.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_AK.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_AL.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_AM.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_AN.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_AO.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_AP.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_AQ.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_AR.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_AS.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_AT.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_AU.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_AV.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_AW.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_AX.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_AY.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_AZ.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_BA.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_BB.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_BC.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_BD.raw,,,,,,,,,,,,,,,,
C:\Users\Austin\Documents\Grad School\Austin BSA Raw Data\250528 Data\250528_BSA_16_BE.raw,,,,,,,,,,,,,,,,
